,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
1968,Private,Private (Alley),A,A11,CE,CEOC,CEOC,Celtis occidentalis ,Common Hackberry,8,Y,Y,USDA/LM/NRC,
2152,Private,Institutional,I,I6,MA,MA,MA,Malus_X,,8,N,N,NA,
2235,Private,Institutional,I,I6,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,8,N,N,USDA/TC/LM,
2238,Private,Institutional,I,I6,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,8,N,N,USDA/TC/LM,
2327,Private,Institutional,I,I6,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,8,N,N,USDA/TC/LM,
1054,Private,Private,R,R67,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.1,Y,Y,USDA/TC/LM,
1055,Private,Private,R,R67,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.1,Y,Y,USDA/TC/LM,
1275,Private,Private,R,R114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,8.1,N,N,USDA/TC,
1445,Private,Private,R,R119,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.1,Y,Y,USDA/TC/LM,
1572,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.1,Y,Y,USDA/TC/LM,
2101,Private,Private,R,R163,UL,ULRU,ULRU,Ulmus rubra,,8.1,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html,
918,Private,Private,R,R19,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,8.2,N,Y,USDA/TC/LM/Mortens,
1033,Private,Private,R,R56,MO,MOAL,MOAL,Morus alba,White Mulberry,8.2,N,N,USDA/TC/Mortens,
1235,Private,Private,R,R113,JU,JUVI,JUVI,Juniperus virginiana,,8.2,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/junvir/all.html,
1276,Private,Private,R,R114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,8.2,N,N,USDA/TC,
1617,Private,Private,R,R139,PN,PNRE,PNRE,Pinus resinosa,Red Pine,8.2,Y,Y,USDA/TC/LM,
1622,Private,Private,R,R139,PN,PNRE,PNRE,Pinus resinosa,Red Pine,8.2,Y,Y,USDA/TC/LM,
1673,Private,Private,R,R143,PR,PRVI,PRVI,Prunus virginiana,Chokecherry,8.2,Y,Y,USDA/TC/LM,Synonym: Common chokecherry
1885,Private,Private,R,R159,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,8.2,N,N,USDA/TC/LM,
2161,Private,Institutional,I,I6,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,8.2,N,N,USDA/TC/Mortens,
928,Private,Private,R,R20,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,8.3,N,Y,USDA/TC/LM/Mortens,
999,Private,Private,R,R44,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,8.3,N,N,USDA/TC/LM,
1180,Private,Private,R,R111,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,8.3,N,Y,TC/lLM/Mortens,
1937,Private,Private (Alley),A,A7,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,8.3,N,N,USDA/TC/LM,
911,Private,Private,R,R16,AC,ACPL,ACPL,Acer platanoides,Norway Maple,8.4,N,N,USDA/TC,
1121,Private,Private,R,R4,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.4,Y,Y,USDA/TC/LM,
1246,Private,Private,R,R113,AR,ARSP,ARSP,Aralia Spinosa,,8.4,N,Y,https://www.fs.fed.us/database/feis/plants/tree/araspi/all.html,
1274,Private,Private,R,R114,UL,ULRU,ULRU,Ulmus rubra,,8.4,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html,
1388,Private,Private,R,R118,TA,TACA,TACA,Taxus canadensis,Canadian Yew,8.4,Y,Y,USDA/TC/LM,
1551,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.4,Y,Y,USDA/TC/LM,
1629,Private,Private,R,R140,UL,ULRU,ULRU,Ulmus rubra,,8.4,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html,
2162,Private,Institutional,I,I6,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,8.4,N,N,USDA/TC/Mortens,
2595,Private,Institutional,I,I1,RH,RHCA,RHCA,Rhamnus cathartica,European Buckthorn,8.4,N,N,USDA/TC/Mortens,
1063,Private,Private,R,R67,JU,JUVI,JUVI,Juniperus virginiana,,8.5,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/junvir/all.html,
1623,Private,Private,R,R139,PN,PNRE,PNRE,Pinus resinosa,Red Pine,8.5,Y,Y,USDA/TC/LM,
1666,Private,Private,R,R143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.6,Y,Y,USDA/TC/LM,
1669,Private,Private,R,R143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.6,Y,Y,USDA/TC/LM,
1681,Private,Private,R,R143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.6,Y,Y,USDA/TC/LM,
1045,Private,Private,R,R65,MO,MORU,MORU,Morus rubra,,8.7,N,Y,https://www.srs.fs.usda.gov/pubs/misc/ag_654/volume_2/morus/rubra.htm,
1064,Private,Private,R,R68,AM,AMAR,AMAR,Amelanchier arborea,,8.7,Y,Y,Nhttps://www.fs.fed.us/database/feis/plants/tree/amearb/all.htmlA,
1110,Private,Private,R,R89,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,8.7,N,N,USDA/TC/LM,
1176,Private,Private,R,R110,AC,ACRU,ACRU,Acer rubrum,Red Maple,8.7,Y,Y,USDA/LM/TC,
1207,Private,Private,R,R113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.7,Y,Y,USDA/TC/LM,
1236,Private,Private,R,R113,JU,JUVI,JUVI,Juniperus virginiana,,8.7,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/junvir/all.html,
1379,Private,Private,R,R118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.7,Y,Y,USDA/TC/LM,
1546,Private,Private,R,R135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.7,Y,Y,USDA/TC/LM,
2100,Private,Private,R,R163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.7,Y,Y,USDA/TC/LM,
948,Private,Private,R,R24,CE,CEOC,CEOC,Celtis occidentalis ,Common Hackberry,8.8,Y,Y,USDA/LM/NRC,
1175,Private,Private,R,R110,CA,CAAB,CAAB,Caragana arborescens,,8.8,N,N,https://treecanada.ca/resources/tree-killers/siberian-peashrub/,
1369,Private,Private,R,R118,CA,CAAB,CAAB,Caragana arborescens,,8.8,N,N,https://treecanada.ca/resources/tree-killers/siberian-peashrub/,
1502,Private,Private,R,R132,LO,LOPE,LOPE,Lonicera periclymenum,,8.8,N,N,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=372017&isprofile=0&=,
1609,Private,Private,R,R139,CT,CTSP,CTSP,Catalpa speciosa,Western Catalpa,8.8,N,Y,USDA/TC/LM,
1620,Private,Private,R,R139,PN,PNRE,PNRE,Pinus resinosa,Red Pine,8.8,Y,Y,USDA/TC/LM,
1678,Private,Private,R,R143,AM,AMAR,AMAR,Amelanchier arborea,,8.8,Y,Y,Nhttps://www.fs.fed.us/database/feis/plants/tree/amearb/all.htmlA,
1683,Private,Private,R,R143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.8,Y,Y,USDA/TC/LM,
2470,Private,Institutional,I,I1,PR,PRVI,PRVI,Prunus virginiana,Chokecherry,8.8,Y,Y,USDA/TC/LM,Synonym: Common chokecherry
2474,Private,Institutional,I,I1,PR,PRVI,PRVI,Prunus virginiana,Chokecherry,8.8,Y,Y,USDA/TC/LM,Synonym: Common chokecherry
2609,Private,Institutional,I,I1,TI,TIAM,TIAM,Tilia americana ,American Basswood,8.8,Y,Y,Mortens/LM,
2612,Private,Institutional,I,I1,RH,RHTY,RHTY,Rhus typhina,,8.8,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/rhutyp/all.html,
2670,Private,Institutional,I,I3,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.8,Y,Y,USDA/TC/LM,
1372,Private,Private,R,R118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.9,Y,Y,USDA/TC/LM,
1592,Private,Private,R,R138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,8.9,Y,Y,USDA/TC/LM,
200,Public,Street,S,S75,AE,AEGL,AEGL,Aesculus glabra,Ohio Buckeye,9,N,Y,USDA/TC/LM,
378,Public,Street,S,S54,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,9,N,Y,USDA/LM,
387,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,9,N,Y,USDA/LM,
775,Public,Street,S,S76,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,9,N,N,USDA/Mortens,
1008,Private,Private,R,R44,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,9,N,N,USDA,
1541,Private,Private,R,R135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9,Y,Y,USDA/TC/LM,
1621,Private,Private,R,R139,PN,PNRE,PNRE,Pinus resinosa,Red Pine,9,Y,Y,USDA/TC/LM,
1731,Private,Private,R,R149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9,Y,Y,USDA/TC/LM,
2110,Private,Private,R,R163,UL,ULRU,ULRU,Ulmus rubra,,9,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html,
2251,Private,Institutional,I,I6,BE,BEPE,BEPE,Betula pendula,European White Birch,9,N,N,USDA/TC/Mortens,
2386,Private,Institutional,I,I2,MA,MASY,MASY,Malus sylvestris,Crab Apple,9,N,N,USDA/TC,Synonym: Malus pumila & Malus domestica
2472,Private,Institutional,I,I1,PR,PRVI,PRVI,Prunus virginiana,Chokecherry,9,Y,Y,USDA/TC/LM,Synonym: Common chokecherry
2651,Private,Institutional,I,I5,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,9,N,N,USDA/TC/LM,
2668,Private,Institutional,I,I3,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9,Y,Y,USDA/TC/LM,
953,Private,Private,R,R26,CP,CPCA,CPCA,Cupressus cashmeriana,Blue-beech,9.1,Y,Y,TC/LM,
1184,Private,Private,R,R8,JU,JUVI,JUVI,Juniperus virginiana,,9.1,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/junvir/all.html,
1347,Private,Private,R,R118,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,9.1,N,N,USDA/TC,
1400,Private,Private,R,R118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.1,N,N,USDA/TC,
1700,Private,Private,R,R143,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.1,N,N,USDA/TC,
2338,Private,Institutional,I,I2,MA,MASY,MASY,Malus sylvestris,Crab Apple,9.1,N,N,USDA/TC,Synonym: Malus pumila & Malus domestica
2401,Private,Institutional,I,I1,TA,TACA,TACA,Taxus canadensis,Canadian Yew,9.1,Y,Y,USDA/TC/LM,
954,Private,Private,R,R26,CT,CTCO,CTCO,Cotinus coggygria,NA,9.2,N,N,https://plants.ces.ncsu.edu/plants/cotinus-coggygria/,NA
1016,Private,Private,R,R46,TA,TACA,TACA,Taxus canadensis,Canadian Yew,9.2,Y,Y,USDA/TC/LM,
1612,Private,Private,R,R139,CE,CEOC,CEOC,Celtis occidentalis ,Common Hackberry,9.2,Y,Y,USDA/LM/NRC,
1886,Private,Private,R,R159,RH,RHCA,RHCA,Rhamnus cathartica,European Buckthorn,9.2,N,N,USDA/TC/Mortens,
1906,Private,Private,R,R161,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,9.2,N,N,USDA/TC/Mortens,
1067,Private,Private,R,R69,RO,ROPS,ROPS,Robinia pseudoacacia,Black Locust,9.3,N,Y,TC/lLM/Mortens,
1277,Private,Private,R,R114,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.3,N,N,USDA/TC,
1484,Private,Private,R,R127,AM,AMCA,AMCA,Amelanchier canadensis,Downy Serviceberry,9.3,Y,Y,USDA/TC/LM,Synonym: Amelanchier arborea
1557,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.3,Y,Y,USDA/TC/LM,
1569,Private,Private,R,R137,HY,HYPA,HYPA,Hydrangea_peniculata,Panicled Hydrangea,9.3,N,N,USDA/Mortens,
2665,Private,Institutional,I,I3,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.3,Y,Y,USDA/TC/LM,
1185,Private,Private,R,R8,JU,JUVI,JUVI,Juniperus virginiana,,9.4,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/junvir/all.html,
1462,Private,Private,R,R119,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.4,Y,Y,USDA/TC/LM,
1543,Private,Private,R,R135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.4,Y,Y,USDA/TC/LM,
1699,Private,Private,R,R143,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,9.4,N,N,USDA/TC/Mortens,
962,Private,Private,R,R32,TA,TACA,TACA,Taxus canadensis,Canadian Yew,9.5,Y,Y,USDA/TC/LM,
1535,Private,Private,R,R134,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.5,Y,Y,USDA/TC/LM,
1544,Private,Private,R,R135,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.5,Y,Y,USDA/TC/LM,
1834,Private,Private,R,R155,BE,BEPA,BEPA,Betula papyrifera,Paper Birch,9.5,Y,Y,USDA/TC/LM,
2050,Private,Institutional,I,I4,AC,ACSC,ACSC,Acer saccharum ,Sugar Maple,9.5,Y,Y,TC/LM,
2099,Private,Private,R,R163,UL,ULRU,ULRU,Ulmus rubra,,9.5,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html,
2511,Private,Institutional,I,I1,TA,TACA,TACA,Taxus canadensis,Canadian Yew,9.5,Y,Y,USDA/TC/LM,
1351,Private,Private,R,R118,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,9.6,N,N,USDA/TC,
1383,Private,Private,R,R118,RH,RHCA,RHCA,Rhamnus cathartica,European Buckthorn,9.6,N,N,USDA/TC/Mortens,
1404,Private,Private,R,R118,AM,AMCA,AMCA,Amelanchier canadensis,Downy Serviceberry,9.6,Y,Y,USDA/TC/LM,Synonym: Amelanchier arborea
1554,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.6,Y,Y,USDA/TC/LM,
1558,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.6,Y,Y,USDA/TC/LM,
1969,Private,Private (Alley),A,A11,CE,CEOC,CEOC,Celtis occidentalis ,Common Hackberry,9.6,Y,Y,USDA/LM/NRC,
1307,Private,Private,R,R116,SY,SYVU,SYVU,Syringa vulgaris,Common Lilac,9.7,N,N,USDA/TC/Mortens,
1367,Private,Private,R,R118,RH,RHCA,RHCA,Rhamnus cathartica,European Buckthorn,9.7,N,N,USDA/TC/Mortens,
1441,Private,Private,R,R118,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,9.7,N,N,USDA/TC/Mortens,
1556,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.7,Y,Y,USDA/TC/LM,
1926,Private,Private (Alley),A,A6,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.7,Y,Y,USDA/TC/LM,
2648,Private,Institutional,I,I5,AC,ACSA,ACSA,Acer saccharinum ,Silver Maple,9.7,Y,Y,USDA/LM,
963,Private,Private,R,R32,TA,TACA,TACA,Taxus canadensis,Canadian Yew,9.8,Y,Y,USDA/TC/LM,
1031,Private,Private,R,R55,SY,SYRE,SYRE,Syringa reticulata,Japanese Tree Lilac,9.8,N,N,USDA/Mortens,
1178,Private,Private,R,R110,SY,SYRE,SYRE,Syringa reticulata,Japanese Tree Lilac,9.8,N,N,USDA/Mortens,
1349,Private,Private,R,R118,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,9.8,N,N,USDA/TC,
1552,Private,Private,R,R137,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.8,Y,Y,USDA/TC/LM,
1600,Private,Private,R,R139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.8,N,N,USDA/TC,
1755,Private,Private,R,R150,CE,CEOC,CEOC,Celtis occidentalis ,Common Hackberry,9.8,Y,Y,USDA/LM/NRC,
1956,Private,Private (Alley),A,A9,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,9.8,N,Y,USDA/TC/LM/Mortens,
2658,Private,Institutional,I,I5,AM,AMCA,AMCA,Amelanchier canadensis,Downy Serviceberry,9.8,Y,Y,USDA/TC/LM,Synonym: Amelanchier arborea
1009,Private,Private,R,R44,AC,ACTA,ACTA,Acer tataricum,Tartarian Maple,9.9,N,N,USDA,
1050,Private,Private,R,R67,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.9,Y,Y,USDA/TC/LM,
1348,Private,Private,R,R118,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,9.9,N,N,USDA/TC,
1399,Private,Private,R,R118,AC,ACPL,ACPL,Acer platanoides,Norway Maple,9.9,N,N,USDA/TC,
1512,Private,Private,R,R132,TA,TACA,TACA,Taxus canadensis,Canadian Yew,9.9,Y,Y,USDA/TC/LM,
1521,Private,Private,R,R132,RH,RHCA,RHCA,Rhamnus cathartica,European Buckthorn,9.9,N,N,USDA/TC/Mortens,
1679,Private,Private,R,R143,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,9.9,Y,Y,USDA/TC/LM,
1745,Private,Private,R,R149,AC,ACPA,ACPA,Acer palmatum,Japanese Maple,9.9,N,N,USDA/TC/Mortens,
1978,Private,Private (Alley),A,A12,PR,PRVI,PRVI,Prunus virginiana,Chokecherry,9.9,Y,Y,USDA/TC/LM,Synonym: Common chokecherry
2500,Private,Institutional,I,I1,TA,TACA,TACA,Taxus canadensis,Canadian Yew,9.9,Y,Y,USDA/TC/LM,
199,Public,Street,S,S75,AE,AEGL,AEGL,Aesculus glabra,Ohio Buckeye,10,N,Y,USDA/TC/LM,
274,Public,Street,P,P3,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,10,Y,Y,USDA/LM/NRC,
286,Public,Street,S,S120,CE,CEOC,CEOC,Celtis occidentalis,Common Hackberry,10,Y,Y,USDA/LM/NRC,
380,Public,Street,S,S57,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,10,N,Y,USDA/LM,
648,Public,Parc,P,P3,QU,QURO,QURO,Quercus robur,English Oak,10,N,N,USDA/TC/Mortens,
663,Public,Street,S,S86,SY,SYRE,SYREIS,Syringa reticulata 'Ivory Silk',Ivory Silk Japanese Tree Lilac,10,N,N,USDA/Mortens,
713,Public,Street,S,S125,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,10,N,N,USDA,
774,Public,Street,S,S71,UL,ULDA,ULDADI,Ulmus davidiana 'Discovery',Japanese Elm,10,N,N,USDA/Mortens,
970,Private,Private,R,R34,UL,ULAM,ULAM,Ulmus americana,White Elm,10,Y,Y,USDA/TC/LM,
1034,Private,Private,R,R57,PR,PRCE,PRCE,Prunus cerasifera,Cherry plum,10,N,N,USDA/TB,
1464,Private,Private,R,R119,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10,Y,Y,USDA/TC/LM,
1511,Private,Private,R,R132,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10,Y,Y,USDA/TC/LM,
1677,Private,Private,R,R143,AM,AMAR,AMAR,Amelanchier arborea,,10,Y,Y,Nhttps://www.fs.fed.us/database/feis/plants/tree/amearb/all.htmlA,
1967,Private,Private (Alley),A,A11,CE,CEOC,CEOC,Celtis occidentalis ,Common Hackberry,10,Y,Y,USDA/LM/NRC,
1986,Private,Private,R,R161,AC,ACPL,ACPL,Acer platanoides,Norway Maple,10,N,N,USDA/TC,
2129,Private,Institutional,I,I6,AC,ACPL,ACPL,Acer platanoides,Norway Maple,10,N,N,USDA/TC,
2447,Private,Institutional,I,I1,PI,PIGL,PIGL,Picea glauca,White Spruce,10,Y,Y,USDA/TC/LM,
2499,Private,Institutional,I,I1,TA,TACA,TACA,Taxus canadensis,Canadian Yew,10,Y,Y,USDA/TC/LM,
2550,Private,Institutional,I,I1,AC,ACFR,ACFR,Acer × freemanii,FREEMAN MAPLE,10,Y,Y,Mortens/LM,Hybrid of silver &red
2576,Private,Institutional,I,I1,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10,Y,Y,USDA/TC/LM,
1498,Private,Private,R,R132,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,10.1,N,Y,USDA/TC/LM/Mortens,
1582,Private,Private,R,R138,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.1,Y,Y,USDA/TC/LM,
1627,Private,Private,R,R140,UL,ULRU,ULRU,Ulmus rubra,,10.1,Y,Y,https://www.fs.fed.us/database/feis/plants/tree/ulmrub/all.html,
2112,Private,Private,R,R163,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.1,Y,Y,USDA/TC/LM,
2671,Private,Institutional,I,I3,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.1,Y,Y,USDA/TC/LM,
1220,Private,Private,R,R113,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.2,Y,Y,USDA/TC/LM,
1835,Private,Private,R,R155,BE,BEPA,BEPA,Betula papyrifera,Paper Birch,10.25,Y,Y,USDA/TC/LM,
1567,Private,Private,R,R137,AC,ACRU,ACRU,Acer rubrum,Red Maple,10.3,Y,Y,USDA/LM/TC,
1966,Private,Private (Alley),A,A11,CE,CEOC,CEOC,Celtis occidentalis ,Common Hackberry,10.3,Y,Y,USDA/LM/NRC,
1325,Private,Private,R,R118,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,10.4,N,N,USDA/TC/LM,
1509,Private,Private,R,R132,LO,LOPE,LOPE,Lonicera periclymenum,,10.4,N,N,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=372017&isprofile=0&=,
1903,Private,Private,R,R161,WE,WEFL,WEFL,Weigela x ,Oldfashioned weigela,10.4,N,N,USDA/Mortons,
1904,Private,Private,R,R161,WE,WEFL,WEFL,Weigela x ,,10.4,N,Y,NA,
1326,Private,Private,R,R118,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,10.5,N,N,USDA/TC/LM,
1337,Private,Private,R,R118,EU,EUAL,EUAL,Euonymus alatus,Burning Bush,10.5,N,N,USDA/TC,
1615,Private,Private,R,R139,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,10.5,N,Y,USDA/LM,
1743,Private,Private,R,R149,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.5,Y,Y,USDA/TC/LM,
2586,Private,Institutional,I,I1,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.5,Y,Y,USDA/TC/LM,
1375,Private,Private,R,R118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.7,Y,Y,USDA/TC/LM,
1602,Private,Private,R,R139,AC,ACPL,ACPL,Acer platanoides,Norway Maple,10.7,N,N,USDA/TC,
1737,Private,Private,R,R149,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,10.7,N,Y,USDA/TC/LM/Mortens,
1890,Private,Private,R,R160,PI,PIPU,PIPU,Picea pungens,Colorado Spruce,10.7,N,N,USDA/TC/LM,
2030,Private,Institutional,I,I4,FR,FRPE,FRPE,Fraxinus pennsylvanica,Red Ash,10.7,Y,Y,USDA/TC/Mortens/LM,
1508,Private,Private,R,R132,AM,AMCA,AMCA,Amelanchier canadensis,Downy Serviceberry,10.8,Y,Y,USDA/TC/LM,Synonym: Amelanchier arborea
1726,Private,Private,R,R147,AM,AMCA,AMCA,Amelanchier canadensis,Downy Serviceberry,10.8,Y,Y,USDA/TC/LM,Synonym: Amelanchier arborea
1833,Private,Private,R,R154,PI,PIMA,PIMA,Picea mariana,Black spruce,10.8,Y,Y,USDA/TC/LM,
2337,Private,Institutional,I,I2,TI,TICO,TICO,Tilia cordata,Littleleaf European Linden,10.8,N,N,USDA,
1088,Private,Private,R,R80,UL,ULPU,ULPU,Ulmus pumila,Siberian Elm,10.9,N,N,USDA/TC/LM,
1154,Private,Private,R,R103,MA,MA,MA,Malus_X,,10.9,N,N,NA,
1406,Private,Private,R,R118,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,10.9,Y,Y,USDA/TC/LM,
1465,Private,Private,R,R120,GY,GYDI,GYDI,Gymnocladus dioicus,Kentucky Coffee Tree,10.9,N,Y,USDA/LM,
1513,Private,Private,R,R132,AB,ABBA,ABBA,Abies balsamea,Balsam fir,10.9,Y,Y,USDA/TC/LM,
1770,Private,Private,R,R151,AC,ACPL,ACPL,Acer platanoides,Norway Maple,10.9,N,N,USDA/TC,
1970,Private,Private (Alley),A,A11,MO,MOAL,MOAL,Morus alba,White Mulberry,10.9,N,N,USDA/TC/Mortens,
61,Public,Street,S,S110,AC,ACPL,ACPLEQ,Acer platanoides 'Emerald Queen',Emerald Queen Norway Maple,11,N,N,USDA/TC,
154,Public,Street,S,S81,AC,ACSA,ACSAPY,Acer saccharinum 'Pyramidalis',Pyramidale Silver Maple,11,Y,Y,USDA/LM,
198,Public,Street,S,S75,AE,AEGL,AEGL,Aesculus glabra,Ohio Buckeye,11,N,Y,USDA/TC/LM,
389,Public,Street,S,S59,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,11,N,Y,USDA/LM,
394,Public,Street,S,S60,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,11,N,Y,USDA/LM,
406,Public,Street,S,S100,GL,GLTR,GLTRSK,Gleditsia triacanthos 'Skyline',Skyline Honey-Locust,11,N,Y,USDA/LM,
567,Public,Parc,P,P2,MA,MAPR,MAPRRI,Malus prunifolia 'Rinki',NA,11,N,N,NA,NA
967,Private,Private,R,R33,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,11,Y,Y,USDA/TC/LM,
1053,Private,Private,R,R67,TH,THOC,THOC,Thuja occidentalis,Eastern White Cedar,11,Y,Y,USDA/TC/LM,
1503,Private,Private,R,R132,LO,LOPE,LOPE,Lonicera periclymenum,,11,N,N,https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?taxonid=372017&isprofile=0&=,
1549,Private,Private,R,R136,PR,PRDO,PRDO,Prunus domestica,Garden Plum,11,N,N,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6312543/,
1619,Private,Private,R,R139,PN,PNRE,PNRE,Pinus resinosa,Red Pine,11,Y,Y,USDA/TC/LM,
1626,Private,Private,R,R139,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,11,N,Y,USDA/TC/LM/Mortens,
1857,Private,Private,R,R156,AC,ACGI,ACGI,Acer ginnala,Armur Maple,11,N,N,USDA/TC/Mortens,
1985,Private,Private,R,R161,AC,ACPL,ACPL,Acer platanoides,Norway Maple,11,N,N,USDA/TC,
2118,Private,Institutional,I,I6,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,11,N,Y,USDA/TC/LM/Mortens,
